用户ID,兴趣类别,观看视频数,点赞视频数
8494,"CAT_216, CAT_080, CAT_001, CAT_178, CAT_005, CAT_176",127,50
8495,"CAT_148, CAT_186, CAT_153, CAT_025, CAT_198",82,32
8496,"CAT_036, CAT_098, CAT_071, CAT_190, CAT_220, CAT_064",114,45
8497,"CAT_043, CAT_003, CAT_211, CAT_213",105,37
8498,"CAT_053, CAT_119, CAT_155, CAT_012",125,38
8499,"CAT_034, CAT_209, CAT_031, CAT_090",124,43
8500,"CAT_021, CAT_034, CAT_026, CAT_170, CAT_207",157,59
8501,"CAT_193, CAT_205, CAT_150, CAT_062",132,54
8502,"CAT_024, CAT_034, CAT_051, CAT_171, CAT_128, CAT_093",122,53
8503,"CAT_045, CAT_037, CAT_152, CAT_097",145,63
8504,"CAT_001, CAT_196, CAT_206, CAT_064, CAT_116, CAT_169",114,55
8505,"CAT_041, CAT_132, CAT_075, CAT_221",125,56
8506,"CAT_177, CAT_083, CAT_178, CAT_060",117,48
8507,"CAT_118, CAT_154, CAT_036, CAT_197, CAT_207",108,35
8508,"CAT_212, CAT_041, CAT_088, CAT_007, CAT_171, CAT_113",114,50
8509,"CAT_007, CAT_182, CAT_192, CAT_021, CAT_087",128,59
8510,"CAT_178, CAT_062, CAT_027, CAT_019, CAT_213",126,49
8511,"CAT_097, CAT_086, CAT_102, CAT_053",113,45
8512,"CAT_152, CAT_075, CAT_166, CAT_175, CAT_199",108,49
8513,"CAT_155, CAT_122, CAT_216, CAT_046",104,38
8514,"CAT_012, CAT_045, CAT_211, CAT_219, CAT_082",127,45
8515,"CAT_145, CAT_222, CAT_175, CAT_113, CAT_100",94,54
8516,"CAT_075, CAT_186, CAT_141, CAT_056, CAT_130",129,51
8517,"CAT_003, CAT_006, CAT_120, CAT_109, CAT_082, CAT_178",126,48
8518,"CAT_107, CAT_090, CAT_186, CAT_113, CAT_120, CAT_179",125,45
8519,"CAT_071, CAT_049, CAT_197, CAT_054, CAT_007",102,37
8520,"CAT_195, CAT_051, CAT_124, CAT_107, CAT_147",100,46
8521,"CAT_090, CAT_144, CAT_002, CAT_028, CAT_116",120,54
8522,"CAT_036, CAT_085, CAT_030, CAT_182",94,38
8523,"CAT_036, CAT_011, CAT_204, CAT_168, CAT_174",108,45
8524,"CAT_116, CAT_206, CAT_213, CAT_038",90,28
8525,"CAT_154, CAT_212, CAT_106, CAT_156, CAT_139, CAT_054",150,72
8526,"CAT_149, CAT_082, CAT_099, CAT_106, CAT_083, CAT_154",128,53
8527,"CAT_158, CAT_059, CAT_070, CAT_222",112,45
8528,"CAT_069, CAT_102, CAT_031, CAT_017, CAT_208, CAT_027",128,48
8529,"CAT_128, CAT_129, CAT_178, CAT_212",115,48
8530,"CAT_026, CAT_062, CAT_182, CAT_154",89,35
8531,"CAT_216, CAT_192, CAT_057, CAT_128",126,35
8532,"CAT_042, CAT_152, CAT_160, CAT_101",129,48
8533,"CAT_055, CAT_082, CAT_133, CAT_069, CAT_194",141,54
8534,"CAT_139, CAT_166, CAT_070, CAT_214, CAT_222",121,46
8535,"CAT_127, CAT_176, CAT_180, CAT_046, CAT_174",144,57
8536,"CAT_007, CAT_045, CAT_163, CAT_205, CAT_204, CAT_138",111,39
8537,"CAT_181, CAT_080, CAT_116, CAT_183, CAT_097",119,59
8538,"CAT_215, CAT_058, CAT_000, CAT_222, CAT_100, CAT_037",122,50
8539,"CAT_042, CAT_114, CAT_008, CAT_044",117,42
8540,"CAT_135, CAT_045, CAT_022, CAT_026, CAT_065, CAT_004",123,54
8541,"CAT_096, CAT_211, CAT_041, CAT_081, CAT_090",118,47
8542,"CAT_068, CAT_097, CAT_034, CAT_110",118,44
8543,"CAT_102, CAT_084, CAT_127, CAT_198, CAT_139, CAT_104",126,48
8544,"CAT_197, CAT_177, CAT_182, CAT_049",141,61
8545,"CAT_204, CAT_080, CAT_126, CAT_215, CAT_149",116,50
8546,"CAT_166, CAT_103, CAT_147, CAT_116, CAT_139",100,41
8547,"CAT_000, CAT_178, CAT_053, CAT_139, CAT_133, CAT_090",116,49
8548,"CAT_157, CAT_020, CAT_090, CAT_094",87,29
8549,"CAT_019, CAT_102, CAT_111, CAT_221",104,39
8550,"CAT_115, CAT_161, CAT_046, CAT_097, CAT_065",130,49
8551,"CAT_194, CAT_222, CAT_117, CAT_162",82,35
8552,"CAT_185, CAT_115, CAT_069, CAT_035, CAT_052, CAT_180",113,44
8553,"CAT_191, CAT_153, CAT_165, CAT_204",127,56
8554,"CAT_203, CAT_149, CAT_016, CAT_115",147,52
8555,"CAT_184, CAT_073, CAT_091, CAT_046",103,53
8556,"CAT_084, CAT_018, CAT_219, CAT_058, CAT_200, CAT_003",145,50
8557,"CAT_193, CAT_012, CAT_182, CAT_070, CAT_131, CAT_210",114,54
8558,"CAT_159, CAT_075, CAT_092, CAT_115, CAT_100, CAT_132",140,66
8559,"CAT_169, CAT_210, CAT_193, CAT_075, CAT_000",135,60
8560,"CAT_220, CAT_118, CAT_058, CAT_116, CAT_095, CAT_191",134,55
8561,"CAT_166, CAT_125, CAT_101, CAT_044, CAT_031",106,37
8562,"CAT_110, CAT_010, CAT_055, CAT_125",125,57
8563,"CAT_196, CAT_145, CAT_018, CAT_006, CAT_095, CAT_182",139,60
8564,"CAT_118, CAT_037, CAT_160, CAT_109",142,54
8565,"CAT_038, CAT_181, CAT_028, CAT_076",118,51
8566,"CAT_219, CAT_181, CAT_130, CAT_088, CAT_222",96,30
8567,"CAT_099, CAT_056, CAT_106, CAT_043",128,69
8568,"CAT_189, CAT_124, CAT_131, CAT_011, CAT_059",126,53
8569,"CAT_004, CAT_092, CAT_062, CAT_067, CAT_152, CAT_063",117,54
8570,"CAT_070, CAT_135, CAT_080, CAT_198",101,41
8571,"CAT_150, CAT_161, CAT_195, CAT_131, CAT_099",151,57
8572,"CAT_028, CAT_014, CAT_051, CAT_182, CAT_154, CAT_220",107,51
8573,"CAT_157, CAT_169, CAT_052, CAT_032, CAT_165",126,49
8574,"CAT_099, CAT_200, CAT_154, CAT_206, CAT_075, CAT_180",99,30
8575,"CAT_094, CAT_206, CAT_109, CAT_182",114,43
8576,"CAT_059, CAT_106, CAT_179, CAT_199",101,49
8577,"CAT_138, CAT_025, CAT_147, CAT_118, CAT_044",108,45
8578,"CAT_118, CAT_217, CAT_034, CAT_163, CAT_018",112,43
8579,"CAT_165, CAT_136, CAT_041, CAT_183",101,41
8580,"CAT_130, CAT_210, CAT_039, CAT_132",119,55
8581,"CAT_191, CAT_165, CAT_123, CAT_042, CAT_157, CAT_202",148,67
8582,"CAT_131, CAT_070, CAT_010, CAT_012, CAT_120, CAT_217",89,44
8583,"CAT_008, CAT_162, CAT_167, CAT_009",114,48
8584,"CAT_187, CAT_136, CAT_134, CAT_052, CAT_030",102,46
8585,"CAT_159, CAT_042, CAT_049, CAT_110, CAT_019, CAT_033",105,40
8586,"CAT_174, CAT_050, CAT_049, CAT_009, CAT_038",107,49
8587,"CAT_042, CAT_045, CAT_122, CAT_040",132,69
8588,"CAT_079, CAT_141, CAT_175, CAT_106, CAT_187",127,40
8589,"CAT_089, CAT_066, CAT_128, CAT_129",104,39
8590,"CAT_083, CAT_082, CAT_216, CAT_184",112,47
8591,"CAT_111, CAT_195, CAT_129, CAT_183, CAT_133, CAT_013",118,47
8592,"CAT_043, CAT_204, CAT_137, CAT_028, CAT_206",138,60
8593,"CAT_073, CAT_201, CAT_136, CAT_130",118,45
8594,"CAT_083, CAT_218, CAT_195, CAT_215, CAT_023, CAT_111",138,57
8595,"CAT_175, CAT_076, CAT_163, CAT_081, CAT_215, CAT_195",100,42
8596,"CAT_101, CAT_216, CAT_198, CAT_109, CAT_063",125,56
8597,"CAT_064, CAT_178, CAT_042, CAT_163",124,57
8598,"CAT_096, CAT_118, CAT_109, CAT_013, CAT_163, CAT_045",150,64
8599,"CAT_006, CAT_166, CAT_157, CAT_104, CAT_133",102,39
8600,"CAT_149, CAT_057, CAT_126, CAT_203, CAT_035",108,38
8601,"CAT_121, CAT_154, CAT_036, CAT_133, CAT_009, CAT_088",134,50
8602,"CAT_039, CAT_173, CAT_020, CAT_045, CAT_172",163,83
8603,"CAT_102, CAT_074, CAT_158, CAT_154, CAT_011",127,53
8604,"CAT_011, CAT_174, CAT_123, CAT_186",127,46
8605,"CAT_085, CAT_049, CAT_185, CAT_058, CAT_103, CAT_121",103,48
8606,"CAT_186, CAT_209, CAT_003, CAT_023",137,61
8607,"CAT_060, CAT_095, CAT_026, CAT_021",128,54
8608,"CAT_154, CAT_176, CAT_186, CAT_050, CAT_087",113,50
8609,"CAT_018, CAT_134, CAT_139, CAT_206",128,50
8610,"CAT_019, CAT_156, CAT_133, CAT_167, CAT_143",117,46
8611,"CAT_023, CAT_014, CAT_182, CAT_125",116,49
8612,"CAT_119, CAT_140, CAT_205, CAT_000",100,44
8613,"CAT_099, CAT_068, CAT_180, CAT_195",93,32
8614,"CAT_145, CAT_047, CAT_019, CAT_148, CAT_068",135,62
8615,"CAT_093, CAT_012, CAT_215, CAT_154",138,58
8616,"CAT_128, CAT_213, CAT_026, CAT_188, CAT_139",138,58
8617,"CAT_218, CAT_210, CAT_177, CAT_124, CAT_154",140,61
8618,"CAT_095, CAT_133, CAT_051, CAT_205, CAT_132",117,47
8619,"CAT_148, CAT_114, CAT_159, CAT_137, CAT_122, CAT_168",114,51
8620,"CAT_018, CAT_135, CAT_157, CAT_212",134,58
8621,"CAT_033, CAT_155, CAT_146, CAT_203",129,52
8622,"CAT_122, CAT_136, CAT_024, CAT_007",122,54
8623,"CAT_037, CAT_062, CAT_012, CAT_051, CAT_018",118,52
8624,"CAT_101, CAT_008, CAT_006, CAT_010, CAT_124, CAT_170",139,40
8625,"CAT_008, CAT_174, CAT_181, CAT_192, CAT_129",135,44
8626,"CAT_034, CAT_073, CAT_127, CAT_207, CAT_114, CAT_092",99,42
8627,"CAT_074, CAT_018, CAT_193, CAT_139, CAT_130",112,42
8628,"CAT_119, CAT_057, CAT_064, CAT_033",130,50
8629,"CAT_055, CAT_003, CAT_141, CAT_046, CAT_210",116,50
8630,"CAT_122, CAT_213, CAT_013, CAT_156, CAT_134, CAT_184",124,55
8631,"CAT_008, CAT_173, CAT_094, CAT_163",139,53
8632,"CAT_188, CAT_065, CAT_133, CAT_115",88,33
8633,"CAT_198, CAT_053, CAT_193, CAT_028, CAT_033",133,62
8634,"CAT_116, CAT_038, CAT_113, CAT_118",125,56
8635,"CAT_213, CAT_081, CAT_090, CAT_199",117,45
8636,"CAT_150, CAT_016, CAT_215, CAT_134, CAT_038",105,49
8637,"CAT_080, CAT_146, CAT_083, CAT_118, CAT_206",115,30
8638,"CAT_002, CAT_196, CAT_146, CAT_038",149,68
8639,"CAT_091, CAT_002, CAT_169, CAT_024, CAT_094",94,51
8640,"CAT_153, CAT_103, CAT_140, CAT_023, CAT_205, CAT_197",115,43
8641,"CAT_092, CAT_151, CAT_193, CAT_132, CAT_013, CAT_157",113,43
8642,"CAT_200, CAT_189, CAT_135, CAT_154, CAT_072, CAT_063",109,43
8643,"CAT_013, CAT_049, CAT_133, CAT_136, CAT_083, CAT_202",113,33
8644,"CAT_079, CAT_064, CAT_144, CAT_158",136,45
8645,"CAT_042, CAT_034, CAT_104, CAT_059",96,38
8646,"CAT_043, CAT_205, CAT_111, CAT_142, CAT_023, CAT_030",128,57
8647,"CAT_184, CAT_080, CAT_123, CAT_185",120,44
8648,"CAT_009, CAT_181, CAT_034, CAT_047, CAT_054, CAT_218",123,45
8649,"CAT_172, CAT_088, CAT_154, CAT_002, CAT_166",140,55
8650,"CAT_193, CAT_178, CAT_027, CAT_038, CAT_045, CAT_173",135,51
8651,"CAT_057, CAT_169, CAT_221, CAT_048",150,56
8652,"CAT_110, CAT_187, CAT_118, CAT_132",133,56
8653,"CAT_222, CAT_039, CAT_035, CAT_161",125,57
8654,"CAT_064, CAT_130, CAT_209, CAT_113, CAT_036, CAT_042",105,40
8655,"CAT_207, CAT_150, CAT_039, CAT_003, CAT_033, CAT_036",127,53
8656,"CAT_089, CAT_033, CAT_083, CAT_078, CAT_092",128,55
8657,"CAT_025, CAT_185, CAT_199, CAT_002, CAT_131",124,47
8658,"CAT_033, CAT_007, CAT_163, CAT_178, CAT_107, CAT_214",137,61
8659,"CAT_070, CAT_133, CAT_124, CAT_143",135,52
8660,"CAT_130, CAT_114, CAT_147, CAT_093, CAT_137, CAT_030",129,60
8661,"CAT_113, CAT_027, CAT_026, CAT_043",97,37
8662,"CAT_211, CAT_089, CAT_105, CAT_184",141,48
8663,"CAT_080, CAT_146, CAT_063, CAT_090, CAT_182, CAT_147",120,43
8664,"CAT_066, CAT_014, CAT_199, CAT_202, CAT_214",116,52
8665,"CAT_103, CAT_014, CAT_047, CAT_076, CAT_083, CAT_184",113,40
8666,"CAT_019, CAT_204, CAT_192, CAT_213, CAT_175",109,47
8667,"CAT_086, CAT_178, CAT_132, CAT_023, CAT_148, CAT_122",131,51
8668,"CAT_130, CAT_032, CAT_189, CAT_220",103,42
8669,"CAT_094, CAT_071, CAT_150, CAT_084, CAT_169, CAT_024",137,57
8670,"CAT_055, CAT_130, CAT_191, CAT_082",141,62
8671,"CAT_170, CAT_107, CAT_189, CAT_052, CAT_180, CAT_184",113,50
8672,"CAT_004, CAT_088, CAT_022, CAT_164, CAT_134, CAT_154",112,43
8673,"CAT_196, CAT_093, CAT_056, CAT_058, CAT_166, CAT_200",125,53
8674,"CAT_123, CAT_163, CAT_116, CAT_045, CAT_058",121,51
8675,"CAT_024, CAT_205, CAT_165, CAT_097, CAT_125, CAT_071",117,40
8676,"CAT_153, CAT_205, CAT_120, CAT_182, CAT_156",125,62
8677,"CAT_070, CAT_187, CAT_221, CAT_027",103,32
8678,"CAT_054, CAT_189, CAT_119, CAT_124, CAT_023",143,55
8679,"CAT_082, CAT_149, CAT_179, CAT_007, CAT_151, CAT_058",115,43
8680,"CAT_199, CAT_177, CAT_168, CAT_085",116,51
8681,"CAT_038, CAT_132, CAT_194, CAT_126, CAT_025, CAT_069",118,53
8682,"CAT_051, CAT_062, CAT_168, CAT_019, CAT_004, CAT_133",128,57
8683,"CAT_005, CAT_171, CAT_060, CAT_028, CAT_186",130,47
8684,"CAT_000, CAT_055, CAT_003, CAT_105, CAT_193",105,47
8685,"CAT_125, CAT_007, CAT_210, CAT_043",125,47
8686,"CAT_161, CAT_005, CAT_220, CAT_080",129,55
8687,"CAT_193, CAT_164, CAT_089, CAT_133, CAT_013, CAT_069",135,54
8688,"CAT_026, CAT_014, CAT_065, CAT_112",107,39
8689,"CAT_112, CAT_204, CAT_116, CAT_038, CAT_009, CAT_099",146,59
8690,"CAT_187, CAT_130, CAT_171, CAT_160",116,49
8691,"CAT_012, CAT_162, CAT_070, CAT_079",126,56
8692,"CAT_115, CAT_103, CAT_154, CAT_138, CAT_194, CAT_182",129,50
8693,"CAT_215, CAT_155, CAT_181, CAT_169, CAT_194",145,50
8694,"CAT_136, CAT_025, CAT_070, CAT_196",127,52
8695,"CAT_021, CAT_151, CAT_040, CAT_101, CAT_192",126,49
8696,"CAT_169, CAT_125, CAT_113, CAT_041, CAT_050, CAT_086",118,37
8697,"CAT_144, CAT_018, CAT_135, CAT_106, CAT_138",108,42
8698,"CAT_126, CAT_114, CAT_193, CAT_090",107,35
8699,"CAT_205, CAT_059, CAT_137, CAT_189, CAT_186, CAT_087",118,43
8700,"CAT_094, CAT_071, CAT_200, CAT_205, CAT_195, CAT_027",132,59
8701,"CAT_065, CAT_088, CAT_080, CAT_204, CAT_156, CAT_000",95,41
8702,"CAT_159, CAT_009, CAT_194, CAT_026",93,28
8703,"CAT_181, CAT_206, CAT_031, CAT_173, CAT_078",108,35
8704,"CAT_127, CAT_116, CAT_062, CAT_198, CAT_102",134,59
8705,"CAT_220, CAT_132, CAT_146, CAT_087",121,45
8706,"CAT_132, CAT_081, CAT_206, CAT_100, CAT_218, CAT_103",118,41
8707,"CAT_181, CAT_000, CAT_008, CAT_184, CAT_064, CAT_035",120,42
8708,"CAT_142, CAT_131, CAT_023, CAT_195",144,52
8709,"CAT_194, CAT_121, CAT_210, CAT_051",143,46
8710,"CAT_135, CAT_066, CAT_183, CAT_206, CAT_136, CAT_082",128,56
8711,"CAT_049, CAT_081, CAT_124, CAT_013, CAT_211",130,54
8712,"CAT_145, CAT_076, CAT_136, CAT_091, CAT_016",141,50
8713,"CAT_079, CAT_206, CAT_115, CAT_159, CAT_080",116,44
8714,"CAT_176, CAT_041, CAT_077, CAT_027, CAT_025, CAT_080",101,37
8715,"CAT_185, CAT_164, CAT_024, CAT_020, CAT_120",126,60
8716,"CAT_041, CAT_052, CAT_154, CAT_025, CAT_062",149,56
8717,"CAT_143, CAT_130, CAT_083, CAT_073, CAT_072",146,55
8718,"CAT_013, CAT_169, CAT_071, CAT_020, CAT_066",131,54
8719,"CAT_058, CAT_188, CAT_208, CAT_103",98,34
8720,"CAT_071, CAT_074, CAT_080, CAT_014, CAT_094, CAT_068",113,49
8721,"CAT_160, CAT_092, CAT_099, CAT_117, CAT_212, CAT_140",127,51
8722,"CAT_045, CAT_090, CAT_026, CAT_212, CAT_084, CAT_032",136,56
8723,"CAT_073, CAT_080, CAT_054, CAT_058, CAT_082",129,47
8724,"CAT_094, CAT_218, CAT_207, CAT_202, CAT_050",120,44
8725,"CAT_001, CAT_020, CAT_006, CAT_010, CAT_027",112,45
8726,"CAT_138, CAT_078, CAT_084, CAT_107, CAT_191",136,48
8727,"CAT_172, CAT_210, CAT_126, CAT_058, CAT_129",135,53
8728,"CAT_041, CAT_054, CAT_139, CAT_213, CAT_189",125,45
8729,"CAT_079, CAT_059, CAT_004, CAT_048, CAT_075, CAT_161",124,45
8730,"CAT_103, CAT_094, CAT_222, CAT_018, CAT_190, CAT_143",149,54
8731,"CAT_087, CAT_098, CAT_097, CAT_128",143,62
8732,"CAT_154, CAT_000, CAT_010, CAT_077, CAT_146, CAT_135",116,55
8733,"CAT_085, CAT_036, CAT_152, CAT_056",125,51
8734,"CAT_193, CAT_012, CAT_142, CAT_214, CAT_133, CAT_215",102,47
8735,"CAT_111, CAT_123, CAT_193, CAT_079, CAT_045, CAT_160",99,41
8736,"CAT_079, CAT_108, CAT_116, CAT_141, CAT_077",130,50
8737,"CAT_108, CAT_102, CAT_215, CAT_217, CAT_014",130,57
8738,"CAT_055, CAT_133, CAT_220, CAT_205, CAT_210, CAT_151",103,47
8739,"CAT_178, CAT_096, CAT_047, CAT_085, CAT_199, CAT_105",107,42
8740,"CAT_078, CAT_115, CAT_068, CAT_083, CAT_177",120,46
8741,"CAT_074, CAT_200, CAT_024, CAT_188, CAT_003, CAT_045",77,25
8742,"CAT_205, CAT_199, CAT_079, CAT_062, CAT_201, CAT_048",148,54
8743,"CAT_199, CAT_112, CAT_042, CAT_043, CAT_127, CAT_044",132,58
8744,"CAT_199, CAT_123, CAT_168, CAT_082",134,55
8745,"CAT_035, CAT_059, CAT_198, CAT_124, CAT_011",122,46
8746,"CAT_104, CAT_138, CAT_215, CAT_219",115,52
8747,"CAT_080, CAT_026, CAT_039, CAT_073",133,51
8748,"CAT_209, CAT_192, CAT_196, CAT_163",146,62
8749,"CAT_121, CAT_180, CAT_053, CAT_208",129,37
8750,"CAT_161, CAT_218, CAT_171, CAT_084, CAT_205",150,60
8751,"CAT_184, CAT_039, CAT_076, CAT_141, CAT_200, CAT_206",100,43
8752,"CAT_075, CAT_182, CAT_162, CAT_064, CAT_179",128,44
8753,"CAT_051, CAT_114, CAT_099, CAT_171",105,45
8754,"CAT_212, CAT_010, CAT_120, CAT_077, CAT_205, CAT_037",114,39
8755,"CAT_021, CAT_162, CAT_029, CAT_209, CAT_035, CAT_188",122,47
8756,"CAT_179, CAT_034, CAT_183, CAT_012",128,49
8757,"CAT_064, CAT_144, CAT_021, CAT_015",151,66
8758,"CAT_067, CAT_197, CAT_137, CAT_110, CAT_016",170,68
8759,"CAT_208, CAT_034, CAT_220, CAT_102",146,63
8760,"CAT_017, CAT_186, CAT_142, CAT_071",101,49
8761,"CAT_162, CAT_039, CAT_033, CAT_099, CAT_220",140,47
8762,"CAT_038, CAT_157, CAT_123, CAT_143",129,50
8763,"CAT_066, CAT_015, CAT_182, CAT_197, CAT_082",109,53
8764,"CAT_056, CAT_169, CAT_137, CAT_203, CAT_089, CAT_132",111,43
8765,"CAT_079, CAT_047, CAT_006, CAT_036, CAT_090, CAT_080",148,57
8766,"CAT_106, CAT_037, CAT_127, CAT_204, CAT_105",91,36
8767,"CAT_040, CAT_210, CAT_131, CAT_025, CAT_010, CAT_158",125,50
8768,"CAT_013, CAT_213, CAT_064, CAT_165",122,55
8769,"CAT_213, CAT_176, CAT_128, CAT_200, CAT_207",115,46
8770,"CAT_037, CAT_128, CAT_055, CAT_113",117,45
8771,"CAT_042, CAT_057, CAT_135, CAT_079, CAT_117, CAT_215",133,62
8772,"CAT_147, CAT_077, CAT_198, CAT_213, CAT_130, CAT_195",103,48
8773,"CAT_156, CAT_165, CAT_209, CAT_108",112,48
8774,"CAT_124, CAT_207, CAT_087, CAT_067",117,41
8775,"CAT_055, CAT_104, CAT_153, CAT_133",87,35
8776,"CAT_086, CAT_145, CAT_082, CAT_142, CAT_065",104,48
8777,"CAT_174, CAT_187, CAT_192, CAT_166, CAT_072",122,49
8778,"CAT_091, CAT_175, CAT_027, CAT_215, CAT_154, CAT_206",129,56
8779,"CAT_123, CAT_131, CAT_020, CAT_211",149,49
8780,"CAT_006, CAT_024, CAT_033, CAT_128, CAT_117, CAT_109",141,57
8781,"CAT_202, CAT_211, CAT_033, CAT_156",115,49
8782,"CAT_201, CAT_065, CAT_210, CAT_182",123,44
8783,"CAT_174, CAT_015, CAT_054, CAT_058",100,38
8784,"CAT_188, CAT_210, CAT_151, CAT_206, CAT_003, CAT_117",108,48
8785,"CAT_171, CAT_046, CAT_153, CAT_038, CAT_205, CAT_175",137,56
8786,"CAT_084, CAT_135, CAT_210, CAT_150, CAT_047",109,38
8787,"CAT_155, CAT_026, CAT_107, CAT_128, CAT_216, CAT_017",122,53
8788,"CAT_096, CAT_081, CAT_091, CAT_135",101,39
8789,"CAT_141, CAT_040, CAT_109, CAT_173, CAT_192",130,64
8790,"CAT_112, CAT_065, CAT_062, CAT_220",118,44
8791,"CAT_179, CAT_083, CAT_159, CAT_092, CAT_043, CAT_001",119,47
8792,"CAT_058, CAT_016, CAT_096, CAT_060",132,56
8793,"CAT_175, CAT_188, CAT_070, CAT_031",126,53
8794,"CAT_006, CAT_197, CAT_189, CAT_103, CAT_154, CAT_131",114,53
8795,"CAT_158, CAT_002, CAT_146, CAT_067, CAT_028",114,42
8796,"CAT_120, CAT_206, CAT_133, CAT_119",131,37
8797,"CAT_140, CAT_000, CAT_120, CAT_184, CAT_211, CAT_051",112,49
8798,"CAT_169, CAT_212, CAT_162, CAT_047",126,51
8799,"CAT_157, CAT_051, CAT_110, CAT_008, CAT_090, CAT_069",131,58
8800,"CAT_117, CAT_142, CAT_033, CAT_176, CAT_009, CAT_096",127,57
8801,"CAT_190, CAT_069, CAT_031, CAT_093",95,29
8802,"CAT_162, CAT_132, CAT_012, CAT_053",122,47
8803,"CAT_191, CAT_029, CAT_122, CAT_141, CAT_039",136,50
8804,"CAT_211, CAT_040, CAT_082, CAT_176",140,63
8805,"CAT_056, CAT_136, CAT_012, CAT_122, CAT_049, CAT_065",129,53
8806,"CAT_032, CAT_221, CAT_077, CAT_124, CAT_190, CAT_075",96,45
8807,"CAT_080, CAT_175, CAT_000, CAT_049",118,60
8808,"CAT_027, CAT_126, CAT_109, CAT_068",92,31
8809,"CAT_106, CAT_099, CAT_065, CAT_178, CAT_095, CAT_156",98,35
8810,"CAT_006, CAT_166, CAT_078, CAT_045, CAT_129",116,51
8811,"CAT_170, CAT_194, CAT_035, CAT_155, CAT_042",129,53
8812,"CAT_040, CAT_095, CAT_112, CAT_010, CAT_148",126,58
8813,"CAT_093, CAT_037, CAT_178, CAT_222, CAT_172",127,58
8814,"CAT_154, CAT_103, CAT_076, CAT_010, CAT_053",105,40
8815,"CAT_034, CAT_152, CAT_213, CAT_218, CAT_182, CAT_197",119,53
8816,"CAT_114, CAT_215, CAT_024, CAT_055, CAT_156, CAT_095",116,47
8817,"CAT_081, CAT_010, CAT_139, CAT_200, CAT_001",113,49
8818,"CAT_018, CAT_126, CAT_031, CAT_032, CAT_107, CAT_045",133,58
8819,"CAT_151, CAT_066, CAT_127, CAT_046, CAT_037",129,56
8820,"CAT_017, CAT_102, CAT_060, CAT_095",112,55
8821,"CAT_157, CAT_160, CAT_001, CAT_102, CAT_142, CAT_057",131,59
8822,"CAT_087, CAT_086, CAT_089, CAT_164",123,41
8823,"CAT_162, CAT_047, CAT_153, CAT_000",143,49
8824,"CAT_004, CAT_077, CAT_076, CAT_128, CAT_143",109,44
8825,"CAT_021, CAT_024, CAT_138, CAT_107, CAT_122",130,50
8826,"CAT_214, CAT_184, CAT_130, CAT_035",123,44
8827,"CAT_123, CAT_195, CAT_219, CAT_168, CAT_188, CAT_087",103,29
8828,"CAT_205, CAT_180, CAT_018, CAT_055, CAT_163",89,31
8829,"CAT_092, CAT_166, CAT_215, CAT_037",131,45
8830,"CAT_187, CAT_002, CAT_177, CAT_147",105,42
8831,"CAT_010, CAT_222, CAT_028, CAT_001",103,42
8832,"CAT_049, CAT_065, CAT_004, CAT_091, CAT_202, CAT_184",120,44
8833,"CAT_116, CAT_036, CAT_058, CAT_086, CAT_113",117,33
8834,"CAT_166, CAT_183, CAT_118, CAT_209",120,46
8835,"CAT_204, CAT_099, CAT_162, CAT_138, CAT_191",132,57
8836,"CAT_036, CAT_217, CAT_015, CAT_071",122,50
8837,"CAT_210, CAT_151, CAT_104, CAT_034",140,57
8838,"CAT_052, CAT_066, CAT_084, CAT_017, CAT_139",104,39
8839,"CAT_095, CAT_041, CAT_138, CAT_037, CAT_034, CAT_106",136,56
8840,"CAT_020, CAT_164, CAT_058, CAT_027, CAT_080",123,40
8841,"CAT_085, CAT_078, CAT_142, CAT_193, CAT_179",130,53
8842,"CAT_211, CAT_142, CAT_043, CAT_133",142,51
8843,"CAT_192, CAT_084, CAT_038, CAT_187",99,43
8844,"CAT_184, CAT_173, CAT_101, CAT_124",124,55
8845,"CAT_150, CAT_021, CAT_058, CAT_158, CAT_002, CAT_020",122,59
8846,"CAT_058, CAT_086, CAT_173, CAT_147, CAT_146, CAT_104",117,34
8847,"CAT_121, CAT_201, CAT_118, CAT_097",77,31
8848,"CAT_014, CAT_087, CAT_035, CAT_050, CAT_111, CAT_044",131,55
8849,"CAT_040, CAT_186, CAT_198, CAT_112, CAT_006",103,38
8850,"CAT_025, CAT_084, CAT_008, CAT_100, CAT_147",98,41
8851,"CAT_168, CAT_208, CAT_091, CAT_045, CAT_163, CAT_190",145,64
8852,"CAT_219, CAT_150, CAT_107, CAT_144, CAT_069",106,39
8853,"CAT_116, CAT_040, CAT_001, CAT_214",141,52
8854,"CAT_050, CAT_098, CAT_203, CAT_140, CAT_177",156,67
8855,"CAT_050, CAT_069, CAT_111, CAT_212, CAT_122, CAT_176",120,47
8856,"CAT_181, CAT_003, CAT_187, CAT_201, CAT_056",109,48
8857,"CAT_030, CAT_166, CAT_131, CAT_063",147,63
8858,"CAT_182, CAT_031, CAT_019, CAT_046",99,32
8859,"CAT_058, CAT_034, CAT_015, CAT_076",113,48
8860,"CAT_082, CAT_181, CAT_162, CAT_146",109,41
8861,"CAT_163, CAT_144, CAT_154, CAT_058, CAT_140, CAT_204",130,54
8862,"CAT_168, CAT_093, CAT_202, CAT_040, CAT_175, CAT_166",81,19
8863,"CAT_042, CAT_089, CAT_095, CAT_004",146,67
